asset_id,display_name,category,slot,rarity,price_soft_life_funds,render_layer,file_path_in_zip,original_source_file,notes
amy_bags_004,Elegant White Leather Handbag with Gold Clasp,bags,bags,luxury,14200,50,16_bags/004_elegant_white_leather_handbag_with_gold_clasp.png,elegant_white_leather_handbag_with_gold_clasp.png,
amy_bags_006,Glossy Red Handbag on Checkerboard Pattern,bags,bags,luxury,17600,50,16_bags/006_glossy_red_handbag_on_checkerboard_pattern.png,glossy_red_handbag_on_checkerboard_pattern.png,
amy_bags_003,Lavender Heart Clasp Handbag with Gold Chain,bags,bags,luxury,12600,50,16_bags/003_lavender_heart_clasp_handbag_with_gold_chain.png,lavender_heart_clasp_handbag_with_gold_chain.png,
amy_bags_008,Lavender Quilted Purse with Gold Chain,bags,bags,luxury,21800,50,16_bags/008_lavender_quilted_purse_with_gold_chain.png,lavender_quilted_purse_with_gold_chain.png,
amy_bags_007,Pink Heart Shaped Handbag on Checkerboard Backgrou,bags,bags,luxury,19600,50,16_bags/007_pink_heart_shaped_handbag_on_checkerboard_backgrou.png,pink_heart_shaped_handbag_on_checkerboard_backgrou.png,
amy_bags_001,Pink Heart Shaped Handbag with Gold Accents,bags,bags,luxury,9800,50,16_bags/001_pink_heart_shaped_handbag_with_gold_accents.png,pink_heart_shaped_handbag_with_gold_accents.png,
amy_bags_002,Shiny Red Heart Handbag Accessory,bags,bags,luxury,11200,50,16_bags/002_shiny_red_heart_handbag_accessory.png,shiny_red_heart_handbag_accessory.png,
amy_hats_005,Black Beret with Heart Shaped Pin,hats,hats,boutique,10800,55,06_hats/005_black_beret_with_heart_shaped_pin.png,black_beret_with_heart_shaped_pin.png,
amy_hats_003,Black Wide Brim Hat with Bow,hats,hats,boutique,8400,55,06_hats/003_black_wide_brim_hat_with_bow.png,black_wide_brim_hat_with_bow.png,
amy_hats_004,Cozy Pink Knitted Beanie on Display,hats,hats,boutique,9600,55,06_hats/004_cozy_pink_knitted_beanie_on_display.png,cozy_pink_knitted_beanie_on_display.png,
amy_hats_001,Pink Dad Cap on Transparent Background,hats,hats,boutique,6000,55,06_hats/001_pink_dad_cap_on_transparent_background.png,pink_dad_cap_on_transparent_background.png,
amy_hats_002,Straw Hat with Pink Ribbon,hats,hats,boutique,7200,55,06_hats/002_straw_hat_with_pink_ribbon.png,straw_hat_with_pink_ribbon.png,
amy_hair_ribbons_003,Decorative Bows on a Transparent Background,hair_ribbons,hair_ribbons,boutique,4200,56,07_hair_ribbons/003_decorative_bows_on_a_transparent_background.png,decorative_bows_on_a_transparent_background.png,
amy_hair_ribbons_001,Elegant Pink Ribbon Bows on Checkerboard Backgroun,hair_ribbons,hair_ribbons,boutique,2800,56,07_hair_ribbons/001_elegant_pink_ribbon_bows_on_checkerboard_backgroun.png,elegant_pink_ribbon_bows_on_checkerboard_backgroun.png,
amy_hair_ribbons_002,Minimal Black Satin Bows on Transparent Background,hair_ribbons,hair_ribbons,boutique,3400,56,07_hair_ribbons/002_minimal_black_satin_bows_on_transparent_background.png,minimal_black_satin_bows_on_transparent_background.png,
amy_sunglasses_001,Black Cat Eye Sunglasses on Transparent Background,sunglasses,sunglasses,luxury,6500,57,08_sunglasses/001_black_cat_eye_sunglasses_on_transparent_background.png,black_cat_eye_sunglasses_on_transparent_background.png,
amy_sunglasses_003,Minimalist Round Sunglasses Design,sunglasses,sunglasses,luxury,8800,57,08_sunglasses/003_minimalist_round_sunglasses_design.png,minimalist_round_sunglasses_design.png,
amy_sunglasses_002,Pink Heart Shaped Sunglasses on Transparent Canvas,sunglasses,sunglasses,luxury,7600,57,08_sunglasses/002_pink_heart_shaped_sunglasses_on_transparent_canvas.png,pink_heart_shaped_sunglasses_on_transparent_canvas.png,
amy_goddess_001,Glowing Golden Crown with Heart Gem,goddess,special,mythic,45000,70,17_goddess/001_glowing_golden_crown_with_heart_gem.png,glowing_golden_crown_with_heart_gem.png,Goddess Amy transformation set piece.
amy_goddess_005,Gold & Pink Jeweled Forearms,goddess,special,mythic,74000,70,17_goddess/005_gold_pink_jeweled_forearms.png,gold_and_pink_jeweled_forearms.png,Goddess Amy transformation set piece.
amy_goddess_006,Golden Jewelry with Heart Gemstone,goddess,special,mythic,82000,70,17_goddess/006_golden_jewelry_with_heart_gemstone.png,golden_jewelry_with_heart_gemstone.png,Goddess Amy transformation set piece.
amy_goddess_008,Magical Heart Inspired Floating Gown,goddess,special,mythic,102000,70,17_goddess/008_magical_heart_inspired_floating_gown.png,magical_heart_inspired_floating_gown.png,Goddess Amy transformation set piece.
amy_goddess_002,Ornate Gold & Pink Choker Necklace,goddess,special,mythic,52000,70,17_goddess/002_ornate_gold_pink_choker_necklace.png,ornate_gold_and_pink_choker_necklace.png,Goddess Amy transformation set piece.
amy_goddess_003,Ornate Gold & Pink Fantasy Jewelry,goddess,special,mythic,59000,70,17_goddess/003_ornate_gold_pink_fantasy_jewelry.png,ornate_gold_and_pink_fantasy_jewelry.png,Goddess Amy transformation set piece.
amy_goddess_004,Ornate Gold & Pink Heart Necklace,goddess,special,mythic,66000,70,17_goddess/004_ornate_gold_pink_heart_necklace.png,ornate_gold_and_pink_heart_necklace.png,Goddess Amy transformation set piece.
amy_goddess_007,Ornate Gold & Pink Strappy Sandals,goddess,special,mythic,91000,70,17_goddess/007_ornate_gold_pink_strappy_sandals.png,ornate_gold_and_pink_strappy_sandals.png,Goddess Amy transformation set piece.
